length	config	time
NaN	NaN	100.01
NaN	NaN	100.005
NaN	NaN	100.006
9.52584	46.4958	41.471
NaN	NaN	100.005
NaN	NaN	100.007
9.33268	42.6513	88.291
NaN	NaN	100.006
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.006
NaN	NaN	100.006
NaN	NaN	100.005
NaN	NaN	100.005
9.0537	37.9155	57.938
NaN	NaN	100.006
11.4429	62.807	88.979
NaN	NaN	100.005
NaN	NaN	100.006
NaN	NaN	100.006
NaN	NaN	100.005
NaN	NaN	100.007
NaN	NaN	100.006
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.006
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.006
NaN	NaN	100.006
NaN	NaN	100.006
NaN	NaN	100.005
NaN	NaN	100.006
NaN	NaN	100.005
9.56918	42.0542	61.626
NaN	NaN	100.008
NaN	NaN	100.005
NaN	NaN	100.005
NaN	NaN	100.01
